Population	Motherline	Flowering_date(d)	Rosette_diameter(mm)	N_leaves_on_stalk	Stalk_width(mm)	Stalk_hight(mm)	Calyx_width(mm)	Petal_area(mm)	Petal_length(mm)	Petal_width(mm)	Flower_length(mm)	Bract_length(mm)	Bract_width(mm)	Calyx_length(mm)	Ovary_length(mm)	Ovary_width(mm)	Ecotype
Simplonpass	Sim_2	9	111.5	4	1.5	138.1	3.8	41	8.9	6.8	13.6	8.6	4.4	12.1	5.7	2.1	Dc_high
Simplonpass	Sim_2	9	92.3	2	1	64.9	3.7	61.8	10.2	9.1	13.4	8.1	4.6	13.2	5.2	2.1	Dc_high
Simplonpass	Sim_2	10	115.8	2	1.5	77.9	3.6	61.1	10	8.3	13.3	8	4.7	13.2	5.1	2.2	Dc_high
Simplonpass	Sim_3	8	102	2	1.3	73.5	3.5	55.5	9.9	7.9	14.2	8	4.3	13.8	5.2	1.8	Dc_high
Simplonpass	Sim_3	8	102.3	4	1.5	133.7	3.4	51.8	9.9	7.7	13.8	7.9	4	14.8	6	1.9	Dc_high
Simplonpass	Sim_4	8	110.9	4	1.3	122.2	3.6	60.3	11	7.8	14.3	9.3	4.5	13.5	4.8	1.7	Dc_high
Simplonpass	Sim_4	10	112.3	4	1.3	84.4	3.4	63.5	10.6	8.9	12.5	9.3	6.1	13.6	5.1	2	Dc_high
Simplonpass	Sim_4	10	120.4	4	1.3	117.1	4.1	40.2	7.9	7	13.1	10	6.3	13.2	4.9	2.2	Dc_high
Simplonpass	Sim_5	6	103.7	2	2.1	104.2	3.4	47.9	9.4	7.4	14.1	8.1	4.1	13.8	7.1	1.9	Dc_high
Simplonpass	Sim_5	11	106.2	4	1.1	141	3.1	70.6	11.8	8.5	16	8.7	5.4	15.3	6	2	Dc_high
Simplonpass	Sim_5	12	70.8	4	1.2	104	3.4	52.6	11	7.1	16.3	9	4.2	15.1	6.4	1.6	Dc_high
Simplonpass	Sim_6	9	110.5	4	1.6	96.2	2.7	61.6	10.6	9	15.9	8.8	4.8	14.3	5.9	2.3	Dc_high
Simplonpass	Sim_6	10	106	4	1.1	101.2	3.1	82.7	11.5	10.7	13.9	9.2	4.5	13.8	5.8	2.2	Dc_high
Simplonpass	Sim_6	11	53.3	4	1.5	103.7	3.3	48.3	8.2	8.6	14.8	7.3	4.6	14.1	5.2	1.6	Dc_high
Simplonpass	Sim_7	12	78.5	2	1.3	74.3	3.5	48.2	9.6	7.4	15.1	10.7	5.2	15.8	6.3	2.4	Dc_high
Simplonpass	Sim_7	16	94.8	4	1.2	88.4	3.4	80.4	13.8	8.9	14.5	11.7	5.4	16.4	6.5	2.2	Dc_high
Simplonpass	Sim_7	19	99.6	6	1.3	140.9	3.5	61.7	10	9.2	15.6	9.9	6	15.9	5.5	1.9	Dc_high
Simplonpass	Sim_8	8	109.8	4	1.2	122.5	4.1	45.1	9.6	7.1	12.9	8.3	4.6	13.6	5.7	1.9	Dc_high
Simplonpass	Sim_8	10	112.2	4	1.7	173.5	3.6	52.7	10.3	7.2	14.9	9.4	5.8	13.2	5.5	2.1	Dc_high
Simplonpass	Sim_9	9	118.1	6	1.6	123.5	3.5	53.16923077	10.03461538	7.742307692	14.09230769	8.686538462	4.798076923	13.81730769	5.576923077	1.926923077	Dc_high
Simplonpass	Sim_9	9	82.2	4	1.3	79.5	3.2	49.9	9.9	7.3	12.6	7.1	4	13.2	6.6	2.3	Dc_high
Simplonpass	Sim_9	10	113.2	4	1.3	123.8	3.4	40.7	9.8	6.2	13.7	8.4	4.9	14.4	6.6	2	Dc_high
Simplonpass	Sim_10	39	95.1	4	0.9	152.7	4.3	45	9.7	6.8	12.7	8.2	4.8	14.5	4.4	1.6	Dc_high
Simplonpass	Sim_10	10	99.8	4	0.9	76.8	3.4	54.2	11.6	7.1	14.4	10	5.4	15.2	5	1.6	Dc_high
Simplonpass	Sim_10	16	49.9	4	1	84.5	3.1	55.5	9.6	8.6	11.6	9.1	4.6	13.3	5.3	2	Dc_high
Simplonpass	Sim_11	1	100.7	6	1.1	78.9	3.1	27.2	7.3	5.7	12.2	7.6	3.6	11	5.2	2.5	Dc_high
Simplonpass	Sim_11	8	73.4	4	1.3	68.1	3.2	43.2	9	6.7	13.1	6.5	5.5	12.5	4.9	1.5	Dc_high
Simplonpass	Sim_11	9	107.5	4	1.3	53.5	3.5	53.4	10.1	8.2	14.7	7.7	5.4	13.1	5.3	1.8	Dc_high
Simplonpass	Sim_12	8	95.1	6	1.6	102.8	4	61.9	10.3	9.1	14.5	8.7	5.5	13.4	5.7	1.8	Dc_high
Simplonpass	Sim_12	10	125.7	4	1.4	79.6	3.8	42	9	6.8	14.3	7.8	5.4	13.1	6	1.6	Dc_high
Simplonpass	Sim_12	46	112.9	10	1.3	251	2.9	42.3	9	7.1	14.5	8.2	4.2	14.4	5.4	1.3	Dc_high
Simplonpass	Sim_13	8	91.6	4	1.8	122.5	3.4	48.2	11.1	6.6	14.1	7.6	3.4	13.2	5.3	1.9	Dc_high
Simplonpass	Sim_13	41	106.3	4	1.3	82.3	3.5	40	10.2	5.6	14.3	8.8	5.1	12.2	4.6	1.6	Dc_high
Simplonpass	Sim_14	8	97.6	4	1.4	61.2	3.6	59	11.2	8.2	14.5	8.5	5.6	13.4	5.3	2.2	Dc_high
Simplonpass	Sim_14	12	71	4	1.4	61.1	3.3	44.2	8.7	7.8	15	7	5.6	14.2	5	1.8	Dc_high
Simplonpass	Sim_14	16	71.8	2	1.1	62.5	3.2	45.2	9.2	7.5	13.9	7.4	4.4	12.9	4.9	2	Dc_high
Simplonpass	Sim_15	8	97.4	2	1.5	80.5	3.2	62.2	10.4	8.6	14.4	9.7	5.8	14.9	5.7	2	Dc_high
Simplonpass	Sim_15	10	125.1	4	1.2	94.4	3.6	61.7	11.5	7.8	15.6	9.8	5.5	15.2	5.5	1.6	Dc_high
Simplonpass	Sim_15	10	130.7	4	1.3	96.6	3.2	45.8	9	7.5	14.6	8.8	4.6	14.3	5.5	1.8	Dc_high
Simplonpass	Sim_16	10	111.3	4	1.7	112.8	3.4	61.6	10.4	9	13.6	9.1	5	13.2	6.9	2.7	Dc_high
Simplonpass	Sim_17	9	98.1	2	1.4	52.6	4.1	49.6	10.2	7.4	14.6	8.2	4.4	12.8	4.9	1.6	Dc_high
Simplonpass	Sim_17	10	76.7	4	1.6	129.1	3.8	72.5	11.9	9.4	13.3	9.5	4.4	14.1	6.3	2.2	Dc_high
Simplonpass	Sim_17	8	107.7	2	1.5	81.4	3.6	62.4	11.5	8.5	13.8	8.3	5.1	13.5	5.7	1.9	Dc_high
Simplonpass	Sim_17	10	110.2	2	1.4	91.8	3.6	49.5	9.8	7.6	13.5	8.5	4.2	13.3	5.8	1.7	Dc_high
Simplonpass	Sim_18	9	111.8	2	1.1	92.8	3.7	55.7	10.8	8	16.4	9.1	4.6	14.6	5.5	1.9	Dc_high
Simplonpass	Sim_18	10	109.7	2	1.3	76.7	3.7	63.3	10.6	8.8	15.4	9.8	5.5	14.5	5.2	1.8	Dc_high
Simplonpass	Sim_18	10	125.5	4	1.1	86.1	3.7	44.8	9	7.4	14.2	9.6	4.5	13.5	4.9	1.6	Dc_high
Simplonpass	Sim_19	10	131	2	1.2	111.5	3.6	48.1	9.5	7.5	13.5	10.4	4.7	14.7	6.3	2.3	Dc_high
Simplonpass	Sim_19	10	123.6	4	1.4	147.9	3.2	77.2	12	9.4	14.9	8.1	3.6	15.2	6.5	2.1	Dc_high
Simplonpass	Sim_19	19	88.9	2	1.2	36.2	3.2	37	6.5	5.6	13.3	9.5	3.5	13.7	4.9	1.8	Dc_high
Simplonpass	Sim_20	11	75.3	4	1.3	115.7	3.2	46	9.2	7.2	13	7.9	4.4	11.9	5.3	1.8	Dc_high
Simplonpass	Sim_21	10	101.3	2	1	101.4	3.1	33.1	7.8	6	12.7	6.5	4.3	11.6	5.9	1.6	Dc_high
Simplonpass	Sim_21	12	121	4	1.7	92.4	3.2	55.4	11.8	7	13.7	10	4.5	14.8	5.8	2.2	Dc_high
