"Dsyl_CEN_selection_time" "Dsyl_CEN_selection_density" "Dsyl_TCF1_selection_time" "Dsyl_TCF1_selection_density" "Dcar_TCF1_selection_time" "Dcar_TCF1_selection_density" "Dcar_FT_selection_time" "Dcar_FT_selection_density"
1.33443363390547 0.178581508319028 1.42600511676484 0.342298978991734 1.00001269192357 0.330966399110706 1.31942428015595 0.456187452084969
1.34002153306115 0.172484512111603 1.43547624488677 0.329842771966571 1.00905725695574 0.320614544759711 1.33369929310254 0.444250734071998
1.34560943221682 0.166550732794038 1.44494737300869 0.317588824142406 1.01810182198791 0.310338446441583 1.34797430604913 0.43231734242758
1.3511973313725 0.160788631088496 1.45441850113062 0.305585023064092 1.02714638702008 0.300172853236058 1.36224931899571 0.420410437726445
1.35678523052818 0.15517027737177 1.46388962925255 0.29387581353827 1.03619095205225 0.290148908487648 1.3765243319423 0.408553691400914
1.36237312968385 0.149688139528386 1.47336075737447 0.282500924715295 1.04523551708442 0.280293145119282 1.39079934488889 0.396770800450277
1.36796102883953 0.144334555240345 1.4828318854964 0.271494311871586 1.0542800821166 0.270626740660112 1.40507435783548 0.385085036427614
1.3735489279952 0.139101857320295 1.49230301361833 0.260883332892596 1.06332464714877 0.261165056918616 1.41934937078207 0.373518833909299
1.37913682715088 0.133982506607135 1.50177414174025 0.250706171243783 1.07236921218094 0.251917479112469 1.43362438372866 0.362111394657178
1.38472472630656 0.128969230776125 1.51124526986218 0.241005473397024 1.08141377721311 0.242899615135019 1.44789939667525 0.350879280627623
1.39031262546223 0.124055168066069 1.5207163979841 0.231735607271433 1.09045834224528 0.234113753649789 1.46217440962184 0.339830532134951
1.39590052461791 0.119239468418287 1.53018752610603 0.222890321162728 1.09950290727745 0.225533424651081 1.47644942256842 0.328979019967715
1.40148842377359 0.114517478039735 1.53965865422796 0.214457192089863 1.10854747230962 0.217147908929448 1.49072443551501 0.318336069821988
1.40707632292926 0.109877283221865 1.54912978234988 0.206418338682874 1.1175920373418 0.208945268874992 1.5049994484616 0.30791027114298
1.41266422208494 0.105316139746809 1.55860091047181 0.198751213344702 1.12663660237397 0.20091364265053 1.51927446140819 0.297707310000548
1.41825212124061 0.100832687065834 1.56807203859373 0.191429454702387 1.13568116740614 0.193042492883617 1.53354947435478 0.287729833774829
1.42384002039629 0.0964270785708478 1.57754316671566 0.184423782261999 1.14472573243831 0.185323747089514 1.54782448730137 0.277999354214944
1.42942791955197 0.0921010735369095 1.58701429483759 0.177730052240209 1.15377029747048 0.177752768061751 1.56209950024796 0.268501730813508
1.43501581870764 0.0878580788755118 1.59648542295951 0.171288850141398 1.16281486250265 0.170334922337746 1.57637451319455 0.259213828849231
1.44060371786332 0.0837031292176836 1.60595655108144 0.165057112181801 1.17185942753482 0.163086439719988 1.59064952614113 0.250124732913489
1.446191617019 0.079653990723497 1.61542767920337 0.159004827093167 1.180903992567 0.156003366453341 1.60492453908772 0.241221762455344
1.45177951617467 0.0757146337721644 1.62489880732529 0.153104225635197 1.18994855759917 0.149100395248296 1.61919955203431 0.232491131766993
1.45736741533035 0.0718901787736402 1.63436993544722 0.147330373552644 1.19899312263134 0.142394712354703 1.6334745649809 0.223918696552644
1.46295531448602 0.0681900415781891 1.64384106356914 0.141661661963432 1.20803768766351 0.135904744519109 1.64774957792749 0.215490768364062
1.4685432136417 0.0646233761153215 1.65331219169107 0.13608018873448 1.21708225269568 0.129648800684936 1.66202459087408 0.207206168946812
1.47413111279738 0.0611985963178969 1.662783319813 0.130573838528023 1.22612681772785 0.123643696902987 1.67629960382067 0.199050890467015
1.47971901195305 0.0579229172824762 1.67225444793492 0.12513794634212 1.23517138276002 0.117903452925572 1.69057461676725 0.19101129229294
1.48530691110873 0.0548019361832898 1.68172557605685 0.119760378846355 1.2442159477922 0.11244361577493 1.70484962971384 0.183087423427731
